profile,primary_dim,shape_param,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wafer_flux_m2s,wake_intrusion_ratio,wake_type
cupola,3.2509260126994506,1.0,0.002029773079290093,diffuse,-1.4872751408822493,0.01703375580232469,-0.009211013771261725,860.6428525105043,61.37472288917317,0.0075,5.925268696316613e+18,0.2404,WakeCone
cap,2.2882980159028117,1.5259892374495598,0.0018518682646482,specular,-1.1543717075416213,-0.022591984235603293,0.010225056918411878,13.491206213580854,88.96257560649401,0.0,0.0,0.655,WakeCone
flat,4.376552913863767,0.0,0.0029012726121186013,diffuse,-1.1322666346814225,0.007110275064344515,0.006479803121838178,471.3749966621602,45.735070591060435,0.0,0.0,0.3068,WakeCone
pyramid,1.0811249638271718,1.1036380634853344,0.0019482999838759507,diffuse,-1.2930770834977967,0.02407324930531954,0.04231463386155719,36.62805067797604,56.46026690257119,0.0,0.0,0.1333,PyramidWake
cap,1.570335230562327,2.0378282917410915,0.001905684756412103,specular,-1.0132457846058665,0.03894305796300912,-0.0029125079627044595,7.785016149536357,89.23558244801502,0.0,0.0,0.645,WakeCone
cupola,5.036101208186512,1.0,0.0019583207312407376,specular,-1.0173162116897592,-0.04094989835503188,-0.01913359133856034,1992.6637815472332,101.1811648562857,0.0024,4.567142866112333e+18,0.9227,WakeCone
flat,2.1708379766300747,0.0,0.0022707358991751426,specular,-1.39585050853556,0.02008290507224242,-0.038031418705437074,90.76848439402562,12.91025012960747,0.0,0.0,0.2996,WakeCone
pyramid,1.418532203859589,0.6023677788619967,0.0018439889619883485,diffuse,-1.0097275414047293,-0.000571985319135361,-0.021809127961545317,46.78256329084948,66.53329012395197,0.0,0.0,0.117,PyramidWake
flat,2.5043506797232404,0.0,0.0025187336115822514,diffuse,-1.3706189132006266,-0.011860328405218612,-0.025691002498726325,133.99424904740775,45.72031213169093,0.0,0.0,0.3046,WakeCone
flat,2.6457547051519588,0.0,0.001921089535309965,diffuse,-1.488669710076422,-0.01441629347259795,0.0036923478244388352,114.06709923236622,45.0163641975534,0.0,0.0,0.2967,WakeCone
